REF_DATE,Date,GEO,DGUID,Level of study,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,Lat,Long,TERMINATED,DECIMALS
2011,2012,Quebec,2016A000224,Canadian graduate,Constant dollars,370,units,0,v1411954046,6.2,3210,53,-70,,0
2011,2012,Quebec,2016A000224,International undergraduate,Constant dollars,370,units,0,v1411954047,6.3,19323,53,-70,,0
2011,2012,Quebec,2016A000224,International graduate,Constant dollars,370,units,0,v1411954048,6.4,16860,53,-70,,0
2011,2012,Ontario,2016A000235,Canadian undergraduate,Constant dollars,370,units,0,v1411954049,7.1,8048,50,-85,,0
2011,2012,Ontario,2016A000235,Canadian graduate,Constant dollars,370,units,0,v1411954050,7.2,9072,50,-85,,0
2011,2012,Ontario,2016A000235,International undergraduate,Constant dollars,370,units,0,v1411954051,7.3,24844,50,-85,,0
2011,2012,Ontario,2016A000235,International graduate,Constant dollars,370,units,0,v1411954052,7.4,18828,50,-85,,0
2011,2012,Manitoba,2016A000246,Canadian undergraduate,Constant dollars,370,units,0,v1411954053,8.1,4296,56.415211,-98.739075,,0
2011,2012,Manitoba,2016A000246,Canadian graduate,Constant dollars,370,units,0,v1411954054,8.2,4928,56.415211,-98.739075,,0
2011,2012,Manitoba,2016A000246,International undergraduate,Constant dollars,370,units,0,v1411954055,8.3,13953,56.415211,-98.739075,,0
2011,2012,Manitoba,2016A000246,International graduate,Constant dollars,370,units,0,v1411954056,8.4,9787,56.415211,-98.739075,,0
2011,2012,Saskatchewan,2016A000247,Canadian undergraduate,Constant dollars,370,units,0,v1411954057,9.1,6772,55,-106,,0
2011,2012,Saskatchewan,2016A000247,Canadian graduate,Constant dollars,370,units,0,v1411954058,9.2,4067,55,-106,,0
2011,2012,Saskatchewan,2016A000247,International undergraduate,Constant dollars,370,units,0,v1411954059,9.3,17425,55,-106,,0
2011,2012,Saskatchewan,2016A000247,International graduate,Constant dollars,370,units,0,v1411954060,9.4,4606,55,-106,,0
2011,2012,Alberta,2016A000248,Canadian undergraduate,Constant dollars,370,units,0,v1411954061,10.1,6688,55,-115,,0
2011,2012,Alberta,2016A000248,Canadian graduate,Constant dollars,370,units,0,v1411954062,10.2,5522,55,-115,,0
2011,2012,Alberta,2016A000248,International undergraduate,Constant dollars,370,units,0,v1411954063,10.3,21854,55,-115,,0
2011,2012,Alberta,2016A000248,International graduate,Constant dollars,370,units,0,v1411954064,10.4,11147.00,55,-115,,0
2011,2012,British Columbia,2016A000259,Canadian undergraduate,Constant dollars,370,units,0,v1411954065,11.1,5809,53.726669,-127.647621,,0
2011,2012,British Columbia,2016A000259,Canadian graduate,Constant dollars,370,units,0,v1411954066,11.2,8789,53.726669,-127.647621,,0
2011,2012,British Columbia,2016A000259,International undergraduate,Constant dollars,370,units,0,v1411954067,11.3,21488,53.726669,-127.647621,,0
2011,2012,British Columbia,2016A000259,International graduate,Constant dollars,370,units,0,v1411954068,11.4,13296,53.726669,-127.647621,,0
2012,2013,Newfoundland and Labrador,2016A000210,Canadian undergraduate,Constant dollars,370,units,0,v1411954029,2.1,3076,53.135509,-57.660435,,0
2012,2013,Newfoundland and Labrador,2016A000210,Canadian graduate,Constant dollars,370,units,0,v1411954030,2.2,2877,53.135509,-57.660435,,0
2012,2013,Newfoundland and Labrador,2016A000210,International undergraduate,Constant dollars,370,units,0,v1411954031,2.3,10501,53.135509,-57.660435,,0
2012,2013,Newfoundland and Labrador,2016A000210,International graduate,Constant dollars,370,units,0,v1411954032,2.4,3288,53.135509,-57.660435,,0
2012,2013,Prince Edward Island,2016A000211,Canadian undergraduate,Constant dollars,370,units,0,v1411954033,3.1,6369,46.25,-63,,0
2012,2013,Prince Edward Island,2016A000211,Canadian graduate,Constant dollars,370,units,0,v1411954034,3.2,5514,46.25,-63,,0
2012,2013,Prince Edward Island,2016A000211,International undergraduate,Constant dollars,370,units,0,v1411954035,3.3,24295,46.25,-63,,0
2012,2013,Prince Edward Island,2016A000211,International graduate,Constant dollars,370,units,0,v1411954036,3.4,12162,46.25,-63,,0
2012,2013,Nova Scotia,2016A000212,Canadian undergraduate,Constant dollars,370,units,0,v1411954037,4.1,6954,45,-63,,0
2012,2013,Nova Scotia,2016A000212,Canadian graduate,Constant dollars,370,units,0,v1411954038,4.2,9002,45,-63,,0
2012,2013,Nova Scotia,2016A000212,International undergraduate,Constant dollars,370,units,0,v1411954039,4.3,15301,45,-63,,0
2012,2013,Nova Scotia,2016A000212,International graduate,Constant dollars,370,units,0,v1411954040,4.4,18313,45,-63,,0
2012,2013,New Brunswick,2016A000213,Canadian undergraduate,Constant dollars,370,units,0,v1411954041,5.1,6911,46.49839,-66.159668,,0
2012,2013,New Brunswick,2016A000213,Canadian graduate,Constant dollars,370,units,0,v1411954042,5.2,6332,46.49839,-66.159668,,0
2012,2013,New Brunswick,2016A000213,International undergraduate,Constant dollars,370,units,0,v1411954043,5.3,14395,46.49839,-66.159668,,0
2012,2013,New Brunswick,2016A000213,International graduate,Constant dollars,370,units,0,v1411954044,5.4,11140,46.49839,-66.159668,,0
2012,2013,Quebec,2016A000224,Canadian undergraduate,Constant dollars,370,units,0,v1411954045,6.1,2984,53,-70,,0
2012,2013,Quebec,2016A000224,Canadian graduate,Constant dollars,370,units,0,v1411954046,6.2,3138,53,-70,,0
2012,2013,Quebec,2016A000224,International undergraduate,Constant dollars,370,units,0,v1411954047,6.3,19396,53,-70,,0
2012,2013,Quebec,2016A000224,International graduate,Constant dollars,370,units,0,v1411954048,6.4,16664,53,-70,,0
2012,2013,Ontario,2016A000235,Canadian undergraduate,Constant dollars,370,units,0,v1411954049,7.1,8116,50,-85,,0
2012,2013,Ontario,2016A000235,Canadian graduate,Constant dollars,370,units,0,v1411954050,7.2,9619,50,-85,,0
2012,2013,Ontario,2016A000235,International undergraduate,Constant dollars,370,units,0,v1411954051,7.3,25440,50,-85,,0
2012,2013,Ontario,2016A000235,International graduate,Constant dollars,370,units,0,v1411954052,7.4,19378,50,-85,,0
2012,2013,Manitoba,2016A000246,Canadian undergraduate,Constant dollars,370,units,0,v1411954053,8.1,4328,56.415211,-98.739075,,0
2012,2013,Manitoba,2016A000246,Canadian graduate,Constant dollars,370,units,0,v1411954054,8.2,4996,56.415211,-98.739075,,0
2012,2013,Manitoba,2016A000246,International undergraduate,Constant dollars,370,units,0,v1411954055,8.3,14296,56.415211,-98.739075,,0
2012,2013,Manitoba,2016A000246,International graduate,Constant dollars,370,units,0,v1411954056,8.4,9957,56.415211,-98.739075,,0
2012,2013,Saskatchewan,2016A000247,Canadian undergraduate,Constant dollars,370,units,0,v1411954057,9.1,7104,55,-106,,0
2012,2013,Saskatchewan,2016A000247,Canadian graduate,Constant dollars,370,units,0,v1411954058,9.2,4996,55,-106,,0
2012,2013,Saskatchewan,2016A000247,International undergraduate,Constant dollars,370,units,0,v1411954059,9.3,18711,55,-106,,0
2012,2013,Saskatchewan,2016A000247,International graduate,Constant dollars,370,units,0,v1411954060,9.4,5922,55,-106,,0
2012,2013,Alberta,2016A000248,Canadian undergraduate,Constant dollars,370,units,0,v1411954061,10.1,6597,55,-115,,0
2012,2013,Alberta,2016A000248,Canadian graduate,Constant dollars,370,units,0,v1411954062,10.2,5556,55,-115,,0
2012,2013,Alberta,2016A000248,International undergraduate,Constant dollars,370,units,0,v1411954063,10.3,21708,55,-115,,0
2012,2013,Alberta,2016A000248,International graduate,Constant dollars,370,units,0,v1411954064,10.4,11031.00,55,-115,,0
2012,2013,British Columbia,2016A000259,Canadian undergraduate,Constant dollars,370,units,0,v1411954065,11.1,5737,53.726669,-127.647621,,0
2012,2013,British Columbia,2016A000259,Canadian graduate,Constant dollars,370,units,0,v1411954066,11.2,8566,53.726669,-127.647621,,0
2012,2013,British Columbia,2016A000259,International undergraduate,Constant dollars,370,units,0,v1411954067,11.3,19767,53.726669,-127.647621,,0
2012,2013,British Columbia,2016A000259,International graduate,Constant dollars,370,units,0,v1411954068,11.4,13407,53.726669,-127.647621,,0
2013,2014,Newfoundland and Labrador,2016A000210,Canadian undergraduate,Constant dollars,370,units,0,v1411954029,2.1,3034,53.135509,-57.660435,,0
2013,2014,Newfoundland and Labrador,2016A000210,Canadian graduate,Constant dollars,370,units,0,v1411954030,2.2,2890,53.135509,-57.660435,,0
2013,2014,Newfoundland and Labrador,2016A000210,International undergraduate,Constant dollars,370,units,0,v1411954031,2.3,10387,53.135509,-57.660435,,0
2013,2014,Newfoundland and Labrador,2016A000210,International graduate,Constant dollars,370,units,0,v1411954032,2.4,3284,53.135509,-57.660435,,0
2013,2014,Prince Edward Island,2016A000211,Canadian undergraduate,Constant dollars,370,units,0,v1411954033,3.1,6559,46.25,-63,,0
2013,2014,Prince Edward Island,2016A000211,Canadian graduate,Constant dollars,370,units,0,v1411954034,3.2,5558,46.25,-63,,0
2013,2014,Prince Edward Island,2016A000211,International undergraduate,Constant dollars,370,units,0,v1411954035,3.3,24454,46.25,-63,,0
2013,2014,Prince Edward Island,2016A000211,International graduate,Constant dollars,370,units,0,v1411954036,3.4,12430,46.25,-63,,0
2013,2014,Nova Scotia,2016A000212,Canadian undergraduate,Constant dollars,370,units,0,v1411954037,4.1,7166,45,-63,,0
2013,2014,Nova Scotia,2016A000212,Canadian graduate,Constant dollars,370,units,0,v1411954038,4.2,9275,45,-63,,0
2013,2014,Nova Scotia,2016A000212,International undergraduate,Constant dollars,370,units,0,v1411954039,4.3,15888,45,-63,,0
2013,2014,Nova Scotia,2016A000212,International graduate,Constant dollars,370,units,0,v1411954040,4.4,18366,45,-63,,0
2013,2014,New Brunswick,2016A000213,Canadian undergraduate,Constant dollars,370,units,0,v1411954041,5.1,7048,46.49839,-66.159668,,0
2013,2014,New Brunswick,2016A000213,Canadian graduate,Constant dollars,370,units,0,v1411954042,5.2,6462,46.49839,-66.159668,,0
2013,2014,New Brunswick,2016A000213,International undergraduate,Constant dollars,370,units,0,v1411954043,5.3,14824,46.49839,-66.159668,,0
2013,2014,New Brunswick,2016A000213,International graduate,Constant dollars,370,units,0,v1411954044,5.4,11524,46.49839,-66.159668,,0
2013,2014,Quebec,2016A000224,Canadian undergraduate,Constant dollars,370,units,0,v1411954045,6.1,3064,53,-70,,0
2013,2014,Quebec,2016A000224,Canadian graduate,Constant dollars,370,units,0,v1411954046,6.2,3143,53,-70,,0
2013,2014,Quebec,2016A000224,International undergraduate,Constant dollars,370,units,0,v1411954047,6.3,20169,53,-70,,0
2013,2014,Quebec,2016A000224,International graduate,Constant dollars,370,units,0,v1411954048,6.4,15867,53,-70,,0
2013,2014,Ontario,2016A000235,Canadian undergraduate,Constant dollars,370,units,0,v1411954049,7.1,8368,50,-85,,0
2013,2014,Ontario,2016A000235,Canadian graduate,Constant dollars,370,units,0,v1411954050,7.2,9767,50,-85,,0
2013,2014,Ontario,2016A000235,International undergraduate,Constant dollars,370,units,0,v1411954051,7.3,27315,50,-85,,0
2013,2014,Ontario,2016A000235,International graduate,Constant dollars,370,units,0,v1411954052,7.4,20546,50,-85,,0
2013,2014,Manitoba,2016A000246,Canadian undergraduate,Constant dollars,370,units,0,v1411954053,8.1,4370,56.415211,-98.739075,,0
2013,2014,Manitoba,2016A000246,Canadian graduate,Constant dollars,370,units,0,v1411954054,8.2,5024,56.415211,-98.739075,,0
2013,2014,Manitoba,2016A000246,International undergraduate,Constant dollars,370,units,0,v1411954055,8.3,14515,56.415211,-98.739075,,0
2013,2014,Manitoba,2016A000246,International graduate,Constant dollars,370,units,0,v1411954056,8.4,10002,56.415211,-98.739075,,0
2013,2014,Saskatchewan,2016A000247,Canadian undergraduate,Constant dollars,370,units,0,v1411954057,9.1,7382,55,-106,,0
2013,2014,Saskatchewan,2016A000247,Canadian graduate,Constant dollars,370,units,0,v1411954058,9.2,4163,55,-106,,0
2013,2014,Saskatchewan,2016A000247,International undergraduate,Constant dollars,370,units,0,v1411954059,9.3,19209,55,-106,,0
2013,2014,Saskatchewan,2016A000247,International graduate,Constant dollars,370,units,0,v1411954060,9.4,5552,55,-106,,0
2013,2014,Alberta,2016A000248,Canadian undergraduate,Constant dollars,370,units,0,v1411954061,10.1,6544,55,-115,,0
2013,2014,Alberta,2016A000248,Canadian graduate,Constant dollars,370,units,0,v1411954062,10.2,5701,55,-115,,0
2013,2014,Alberta,2016A000248,International undergraduate,Constant dollars,370,units,0,v1411954063,10.3,21783,55,-115,,0
2013,2014,Alberta,2016A000248,International graduate,Constant dollars,370,units,0,v1411954064,10.4,11035.00,55,-115,,0
2013,2014,British Columbia,2016A000259,Canadian undergraduate,Constant dollars,370,units,0,v1411954065,11.1,5786,53.726669,-127.647621,,0
2013,2014,British Columbia,2016A000259,Canadian graduate,Constant dollars,370,units,0,v1411954066,11.2,8712,53.726669,-127.647621,,0
2013,2014,British Columbia,2016A000259,International undergraduate,Constant dollars,370,units,0,v1411954067,11.3,20600,53.726669,-127.647621,,0
2013,2014,British Columbia,2016A000259,International graduate,Constant dollars,370,units,0,v1411954068,11.4,14279,53.726669,-127.647621,,0
2014,2015,Newfoundland and Labrador,2016A000210,Canadian undergraduate,Constant dollars,370,units,0,v1411954029,2.1,3008,53.135509,-57.660435,,0
2014,2015,Newfoundland and Labrador,2016A000210,Canadian graduate,Constant dollars,370,units,0,v1411954030,2.2,2798,53.135509,-57.660435,,0
2014,2015,Newfoundland and Labrador,2016A000210,International undergraduate,Constant dollars,370,units,0,v1411954031,2.3,10113,53.135509,-57.660435,,0
2014,2015,Newfoundland and Labrador,2016A000210,International graduate,Constant dollars,370,units,0,v1411954032,2.4,3192,53.135509,-57.660435,,0
2014,2015,Prince Edward Island,2016A000211,Canadian undergraduate,Constant dollars,370,units,0,v1411954033,3.1,6615,46.25,-63,,0
2014,2015,Prince Edward Island,2016A000211,Canadian graduate,Constant dollars,370,units,0,v1411954034,3.2,5480,46.25,-63,,0
2014,2015,Prince Edward Island,2016A000211,International undergraduate,Constant dollars,370,units,0,v1411954035,3.3,24461,46.25,-63,,0
2014,2015,Prince Edward Island,2016A000211,International graduate,Constant dollars,370,units,0,v1411954036,3.4,12487,46.25,-63,,0
2014,2015,Nova Scotia,2016A000212,Canadian undergraduate,Constant dollars,370,units,0,v1411954037,4.1,7332,45,-63,,0
2014,2015,Nova Scotia,2016A000212,Canadian graduate,Constant dollars,370,units,0,v1411954038,4.2,9254,45,-63,,0
2014,2015,Nova Scotia,2016A000212,International undergraduate,Constant dollars,370,units,0,v1411954039,4.3,15988,45,-63,,0
2014,2015,Nova Scotia,2016A000212,International graduate,Constant dollars,370,units,0,v1411954040,4.4,18641,45,-63,,0
2014,2015,New Brunswick,2016A000213,Canadian undergraduate,Constant dollars,370,units,0,v1411954041,5.1,7123,46.49839,-66.159668,,0
2014,2015,New Brunswick,2016A000213,Canadian graduate,Constant dollars,370,units,0,v1411954042,5.2,6513,46.49839,-66.159668,,0
2014,2015,New Brunswick,2016A000213,International undergraduate,Constant dollars,370,units,0,v1411954043,5.3,14943,46.49839,-66.159668,,0
2014,2015,New Brunswick,2016A000213,International graduate,Constant dollars,370,units,0,v1411954044,5.4,11726,46.49839,-66.159668,,0
2014,2015,Quebec,2016A000224,Canadian undergraduate,Constant dollars,370,units,0,v1411954045,6.1,3099,53,-70,,0
2014,2015,Quebec,2016A000224,Canadian graduate,Constant dollars,370,units,0,v1411954046,6.2,3189,53,-70,,0
2014,2015,Quebec,2016A000224,International undergraduate,Constant dollars,370,units,0,v1411954047,6.3,20751,53,-70,,0
2014,2015,Quebec,2016A000224,International graduate,Constant dollars,370,units,0,v1411954048,6.4,15892,53,-70,,0
2014,2015,Ontario,2016A000235,Canadian undergraduate,Constant dollars,370,units,0,v1411954049,7.1,8553,50,-85,,0
2014,2015,Ontario,2016A000235,Canadian graduate,Constant dollars,370,units,0,v1411954050,7.2,9906,50,-85,,0
2014,2015,Ontario,2016A000235,International undergraduate,Constant dollars,370,units,0,v1411954051,7.3,28718,50,-85,,0
2014,2015,Ontario,2016A000235,International graduate,Constant dollars,370,units,0,v1411954052,7.4,21281,50,-85,,0
2014,2015,Manitoba,2016A000246,Canadian undergraduate,Constant dollars,370,units,0,v1411954053,8.1,4362,56.415211,-98.739075,,0
2014,2015,Manitoba,2016A000246,Canadian graduate,Constant dollars,370,units,0,v1411954054,8.2,5053,56.415211,-98.739075,,0
2014,2015,Manitoba,2016A000246,International undergraduate,Constant dollars,370,units,0,v1411954055,8.3,14697,56.415211,-98.739075,,0
2014,2015,Manitoba,2016A000246,International graduate,Constant dollars,370,units,0,v1411954056,8.4,10040,56.415211,-98.739075,,0
2014,2015,Saskatchewan,2016A000247,Canadian undergraduate,Constant dollars,370,units,0,v1411954057,9.1,7570,55,-106,,0
2014,2015,Saskatchewan,2016A000247,Canadian graduate,Constant dollars,370,units,0,v1411954058,9.2,4250,55,-106,,0
2014,2015,Saskatchewan,2016A000247,International undergraduate,Constant dollars,370,units,0,v1411954059,9.3,19646,55,-106,,0
2014,2015,Saskatchewan,2016A000247,International graduate,Constant dollars,370,units,0,v1411954060,9.4,5895,55,-106,,0
2014,2015,Alberta,2016A000248,Canadian undergraduate,Constant dollars,370,units,0,v1411954061,10.1,6490,55,-115,,0
2014,2015,Alberta,2016A000248,Canadian graduate,Constant dollars,370,units,0,v1411954062,10.2,6464,55,-115,,0
2014,2015,Alberta,2016A000248,International undergraduate,Constant dollars,370,units,0,v1411954063,10.3,22423,55,-115,,0
2014,2015,Alberta,2016A000248,International graduate,Constant dollars,370,units,0,v1411954064,10.4,11025.00,55,-115,,0
2014,2015,British Columbia,2016A000259,Canadian undergraduate,Constant dollars,370,units,0,v1411954065,11.1,5882,53.726669,-127.647621,,0
2014,2015,British Columbia,2016A000259,Canadian graduate,Constant dollars,370,units,0,v1411954066,11.2,8650,53.726669,-127.647621,,0
2014,2015,British Columbia,2016A000259,International undergraduate,Constant dollars,370,units,0,v1411954067,11.3,21432,53.726669,-127.647621,,0
2014,2015,British Columbia,2016A000259,International graduate,Constant dollars,370,units,0,v1411954068,11.4,13424,53.726669,-127.647621,,0
2015,2016,Newfoundland and Labrador,2016A000210,Canadian undergraduate,Constant dollars,370,units,0,v1411954029,2.1,3086,53.135509,-57.660435,,0
2015,2016,Newfoundland and Labrador,2016A000210,Canadian graduate,Constant dollars,370,units,0,v1411954030,2.2,2768,53.135509,-57.660435,,0
2015,2016,Newfoundland and Labrador,2016A000210,International undergraduate,Constant dollars,370,units,0,v1411954031,2.3,10469,53.135509,-57.660435,,0
2015,2016,Newfoundland and Labrador,2016A000210,International graduate,Constant dollars,370,units,0,v1411954032,2.4,3143,53.135509,-57.660435,,0
2015,2016,Prince Edward Island,2016A000211,Canadian undergraduate,Constant dollars,370,units,0,v1411954033,3.1,6856,46.25,-63,,0
2015,2016,Prince Edward Island,2016A000211,Canadian graduate,Constant dollars,370,units,0,v1411954034,3.2,5466,46.25,-63,,0
2015,2016,Prince Edward Island,2016A000211,International undergraduate,Constant dollars,370,units,0,v1411954035,3.3,24770,46.25,-63,,0
2015,2016,Prince Edward Island,2016A000211,International graduate,Constant dollars,370,units,0,v1411954036,3.4,11840,46.25,-63,,0
2015,2016,Nova Scotia,2016A000212,Canadian undergraduate,Constant dollars,370,units,0,v1411954037,4.1,7644,45,-63,,0
2015,2016,Nova Scotia,2016A000212,Canadian graduate,Constant dollars,370,units,0,v1411954038,4.2,9439,45,-63,,0
2015,2016,Nova Scotia,2016A000212,International undergraduate,Constant dollars,370,units,0,v1411954039,4.3,16447,45,-63,,0
2015,2016,Nova Scotia,2016A000212,International graduate,Constant dollars,370,units,0,v1411954040,4.4,18568,45,-63,,0
2015,2016,New Brunswick,2016A000213,Canadian undergraduate,Constant dollars,370,units,0,v1411954041,5.1,7135,46.49839,-66.159668,,0
2015,2016,New Brunswick,2016A000213,Canadian graduate,Constant dollars,370,units,0,v1411954042,5.2,6417,46.49839,-66.159668,,0
2015,2016,New Brunswick,2016A000213,International undergraduate,Constant dollars,370,units,0,v1411954043,5.3,14680,46.49839,-66.159668,,0
2015,2016,New Brunswick,2016A000213,International graduate,Constant dollars,370,units,0,v1411954044,5.4,11668,46.49839,-66.159668,,0
2015,2016,Quebec,2016A000224,Canadian undergraduate,Constant dollars,370,units,0,v1411954045,6.1,3128,53,-70,,0
2015,2016,Quebec,2016A000224,Canadian graduate,Constant dollars,370,units,0,v1411954046,6.2,3188,53,-70,,0
2015,2016,Quebec,2016A000224,International undergraduate,Constant dollars,370,units,0,v1411954047,6.3,22671,53,-70,,0
2015,2016,Quebec,2016A000224,International graduate,Constant dollars,370,units,0,v1411954048,6.4,16028,53,-70,,0
2015,2016,Ontario,2016A000235,Canadian undergraduate,Constant dollars,370,units,0,v1411954049,7.1,8797,50,-85,,0
2015,2016,Ontario,2016A000235,Canadian graduate,Constant dollars,370,units,0,v1411954050,7.2,10262,50,-85,,0
2015,2016,Ontario,2016A000235,International undergraduate,Constant dollars,370,units,0,v1411954051,7.3,30900,50,-85,,0
2015,2016,Ontario,2016A000235,International graduate,Constant dollars,370,units,0,v1411954052,7.4,22289,50,-85,,0
2015,2016,Manitoba,2016A000246,Canadian undergraduate,Constant dollars,370,units,0,v1411954053,8.1,4488,56.415211,-98.739075,,0
2015,2016,Manitoba,2016A000246,Canadian graduate,Constant dollars,370,units,0,v1411954054,8.2,5138,56.415211,-98.739075,,0
2015,2016,Manitoba,2016A000246,International undergraduate,Constant dollars,370,units,0,v1411954055,8.3,16089,56.415211,-98.739075,,0
2015,2016,Manitoba,2016A000246,International graduate,Constant dollars,370,units,0,v1411954056,8.4,11221,56.415211,-98.739075,,0
2015,2016,Saskatchewan,2016A000247,Canadian undergraduate,Constant dollars,370,units,0,v1411954057,9.1,7805,55,-106,,0
2015,2016,Saskatchewan,2016A000247,Canadian graduate,Constant dollars,370,units,0,v1411954058,9.2,4237,55,-106,,0
2015,2016,Saskatchewan,2016A000247,International undergraduate,Constant dollars,370,units,0,v1411954059,9.3,20240,55,-106,,0
2015,2016,Saskatchewan,2016A000247,International graduate,Constant dollars,370,units,0,v1411954060,9.4,6166,55,-106,,0
2015,2016,Alberta,2016A000248,Canadian undergraduate,Constant dollars,370,units,0,v1411954061,10.1,6419,55,-115,,0
2015,2016,Alberta,2016A000248,Canadian graduate,Constant dollars,370,units,0,v1411954062,10.2,6280,55,-115,,0
2015,2016,Alberta,2016A000248,International undergraduate,Constant dollars,370,units,0,v1411954063,10.3,22830,55,-115,,0
2015,2016,Alberta,2016A000248,International graduate,Constant dollars,370,units,0,v1411954064,10.4,10059.00,55,-115,,0
2015,2016,British Columbia,2016A000259,Canadian undergraduate,Constant dollars,370,units,0,v1411954065,11.1,6036,53.726669,-127.647621,,0
2015,2016,British Columbia,2016A000259,Canadian graduate,Constant dollars,370,units,0,v1411954066,11.2,9241,53.726669,-127.647621,,0
2015,2016,British Columbia,2016A000259,International undergraduate,Constant dollars,370,units,0,v1411954067,11.3,22912,53.726669,-127.647621,,0
2015,2016,British Columbia,2016A000259,International graduate,Constant dollars,370,units,0,v1411954068,11.4,14403,53.726669,-127.647621,,0
2016,2017,Newfoundland and Labrador,2016A000210,Canadian undergraduate,Constant dollars,370,units,0,v1411954029,2.1,3035,53.135509,-57.660435,,0
2016,2017,Newfoundland and Labrador,2016A000210,Canadian graduate,Constant dollars,370,units,0,v1411954030,2.2,3035,53.135509,-57.660435,,0
2016,2017,Newfoundland and Labrador,2016A000210,International undergraduate,Constant dollars,370,units,0,v1411954031,2.3,10279,53.135509,-57.660435,,0
2016,2017,Newfoundland and Labrador,2016A000210,International graduate,Constant dollars,370,units,0,v1411954032,2.4,3500,53.135509,-57.660435,,0
2016,2017,Prince Edward Island,2016A000211,Canadian undergraduate,Constant dollars,370,units,0,v1411954033,3.1,6959,46.25,-63,,0
2016,2017,Prince Edward Island,2016A000211,Canadian graduate,Constant dollars,370,units,0,v1411954034,3.2,5649,46.25,-63,,0
2016,2017,Prince Edward Island,2016A000211,International undergraduate,Constant dollars,370,units,0,v1411954035,3.3,24148,46.25,-63,,0
2016,2017,Prince Edward Island,2016A000211,International graduate,Constant dollars,370,units,0,v1411954036,3.4,12371,46.25,-63,,0
2016,2017,Nova Scotia,2016A000212,Canadian undergraduate,Constant dollars,370,units,0,v1411954037,4.1,8075,45,-63,,0
2016,2017,Nova Scotia,2016A000212,Canadian graduate,Constant dollars,370,units,0,v1411954038,4.2,9503,45,-63,,0
2016,2017,Nova Scotia,2016A000212,International undergraduate,Constant dollars,370,units,0,v1411954039,4.3,17366,45,-63,,0
2016,2017,Nova Scotia,2016A000212,International graduate,Constant dollars,370,units,0,v1411954040,4.4,19478,45,-63,,0
2016,2017,New Brunswick,2016A000213,Canadian undergraduate,Constant dollars,370,units,0,v1411954041,5.1,7404,46.49839,-66.159668,,0
2016,2017,New Brunswick,2016A000213,Canadian graduate,Constant dollars,370,units,0,v1411954042,5.2,6565,46.49839,-66.159668,,0
2016,2017,New Brunswick,2016A000213,International undergraduate,Constant dollars,370,units,0,v1411954043,5.3,15074,46.49839,-66.159668,,0
2016,2017,New Brunswick,2016A000213,International graduate,Constant dollars,370,units,0,v1411954044,5.4,12103,46.49839,-66.159668,,0
2016,2017,Quebec,2016A000224,Canadian undergraduate,Constant dollars,370,units,0,v1411954045,6.1,3107,53,-70,,0
2016,2017,Quebec,2016A000224,Canadian graduate,Constant dollars,370,units,0,v1411954046,6.2,3203,53,-70,,0
2016,2017,Quebec,2016A000224,International undergraduate,Constant dollars,370,units,0,v1411954047,6.3,22691,53,-70,,0
2016,2017,Quebec,2016A000224,International graduate,Constant dollars,370,units,0,v1411954048,6.4,16051,53,-70,,0
2016,2017,Ontario,2016A000235,Canadian undergraduate,Constant dollars,370,units,0,v1411954049,7.1,8992,50,-85,,0
2016,2017,Ontario,2016A000235,Canadian graduate,Constant dollars,370,units,0,v1411954050,7.2,10718,50,-85,,0
2016,2017,Ontario,2016A000235,International undergraduate,Constant dollars,370,units,0,v1411954051,7.3,32997,50,-85,,0
2016,2017,Ontario,2016A000235,International graduate,Constant dollars,370,units,0,v1411954052,7.4,23449,50,-85,,0
2016,2017,Manitoba,2016A000246,Canadian undergraduate,Constant dollars,370,units,0,v1411954053,8.1,4520,56.415211,-98.739075,,0
2016,2017,Manitoba,2016A000246,Canadian graduate,Constant dollars,370,units,0,v1411954054,8.2,5129,56.415211,-98.739075,,0
2016,2017,Manitoba,2016A000246,International undergraduate,Constant dollars,370,units,0,v1411954055,8.3,16046,56.415211,-98.739075,,0
2016,2017,Manitoba,2016A000246,International graduate,Constant dollars,370,units,0,v1411954056,8.4,11192,56.415211,-98.739075,,0
2016,2017,Saskatchewan,2016A000247,Canadian undergraduate,Constant dollars,370,units,0,v1411954057,9.1,7766,55,-106,,0
2016,2017,Saskatchewan,2016A000247,Canadian graduate,Constant dollars,370,units,0,v1411954058,9.2,4261,55,-106,,0
2016,2017,Saskatchewan,2016A000247,International undergraduate,Constant dollars,370,units,0,v1411954059,9.3,20590,55,-106,,0
2016,2017,Saskatchewan,2016A000247,International graduate,Constant dollars,370,units,0,v1411954060,9.4,6404,55,-106,,0
2016,2017,Alberta,2016A000248,Canadian undergraduate,Constant dollars,370,units,0,v1411954061,10.1,6332,55,-115,,0
2016,2017,Alberta,2016A000248,Canadian graduate,Constant dollars,370,units,0,v1411954062,10.2,6236,55,-115,,0
2016,2017,Alberta,2016A000248,International undergraduate,Constant dollars,370,units,0,v1411954063,10.3,22719,55,-115,,0
2016,2017,Alberta,2016A000248,International graduate,Constant dollars,370,units,0,v1411954064,10.4,10065.00,55,-115,,0
2016,2017,British Columbia,2016A000259,Canadian undergraduate,Constant dollars,370,units,0,v1411954065,11.1,6091,53.726669,-127.647621,,0
