TimeElapsed,time,territoryName,totalMandates,FinalMandates
30,06-10-2019 20:40,Território Nacional,0,0
30,06-10-2019 20:40,Território Nacional,0,0
30,06-10-2019 20:40,Território Nacional,0,0
30,06-10-2019 20:40,Território Nacional,0,1
30,06-10-2019 20:40,Território Nacional,0,1
30,06-10-2019 20:40,Território Nacional,0,0
30,06-10-2019 20:40,Território Nacional,0,0
30,06-10-2019 20:40,Território Nacional,0,0
30,06-10-2019 20:40,Território Nacional,0,0
30,06-10-2019 20:40,Território Nacional,0,0
30,06-10-2019 20:40,Território Nacional,0,0
30,06-10-2019 20:40,Território Nacional,0,0
30,06-10-2019 20:40,Território Nacional,0,0
30,06-10-2019 20:40,Território Nacional,0,0
30,06-10-2019 20:40,Aveiro,0,6
30,06-10-2019 20:40,Aveiro,0,7
30,06-10-2019 20:40,Aveiro,0,2
30,06-10-2019 20:40,Aveiro,0,1
30,06-10-2019 20:40,Aveiro,0,0
30,06-10-2019 20:40,Aveiro,0,0
30,06-10-2019 20:40,Aveiro,0,0
30,06-10-2019 20:40,Aveiro,0,0
30,06-10-2019 20:40,Aveiro,0,0
30,06-10-2019 20:40,Aveiro,0,0
30,06-10-2019 20:40,Aveiro,0,0
30,06-10-2019 20:40,Aveiro,0,0
30,06-10-2019 20:40,Aveiro,0,0
30,06-10-2019 20:40,Aveiro,0,0
30,06-10-2019 20:40,Aveiro,0,0
30,06-10-2019 20:40,Aveiro,0,0
30,06-10-2019 20:40,Aveiro,0,0
30,06-10-2019 20:40,Aveiro,0,0
30,06-10-2019 20:40,Aveiro,0,0
30,06-10-2019 20:40,Aveiro,0,0
30,06-10-2019 20:40,Beja,0,2
30,06-10-2019 20:40,Beja,0,1
30,06-10-2019 20:40,Beja,0,0
30,06-10-2019 20:40,Beja,0,0
30,06-10-2019 20:40,Beja,0,0
30,06-10-2019 20:40,Beja,0,0
30,06-10-2019 20:40,Beja,0,0
30,06-10-2019 20:40,Beja,0,0
30,06-10-2019 20:40,Beja,0,0
30,06-10-2019 20:40,Beja,0,0
30,06-10-2019 20:40,Beja,0,0
30,06-10-2019 20:40,Beja,0,0
30,06-10-2019 20:40,Beja,0,0
30,06-10-2019 20:40,Beja,0,0
30,06-10-2019 20:40,Beja,0,0
30,06-10-2019 20:40,Beja,0,0
30,06-10-2019 20:40,Beja,0,0
30,06-10-2019 20:40,Braga,0,8
30,06-10-2019 20:40,Braga,0,8
30,06-10-2019 20:40,Braga,0,2
30,06-10-2019 20:40,Braga,0,1
30,06-10-2019 20:40,Braga,0,0
30,06-10-2019 20:40,Braga,0,0
30,06-10-2019 20:40,Braga,0,0
30,06-10-2019 20:40,Braga,0,0
30,06-10-2019 20:40,Braga,0,0
30,06-10-2019 20:40,Braga,0,0
30,06-10-2019 20:40,Braga,0,0
30,06-10-2019 20:40,Braga,0,0
30,06-10-2019 20:40,Braga,0,0
30,06-10-2019 20:40,Braga,0,0
30,06-10-2019 20:40,Braga,0,0
30,06-10-2019 20:40,Braga,0,0
30,06-10-2019 20:40,Braga,0,0
30,06-10-2019 20:40,Braga,0,0
30,06-10-2019 20:40,Braga,0,0
30,06-10-2019 20:40,Braga,0,0
30,06-10-2019 20:40,Braga,0,0
30,06-10-2019 20:40,Bragança,0,2
30,06-10-2019 20:40,Bragança,0,1
30,06-10-2019 20:40,Bragança,0,0
30,06-10-2019 20:40,Bragança,0,0
30,06-10-2019 20:40,Bragança,0,0
30,06-10-2019 20:40,Bragança,0,0
30,06-10-2019 20:40,Bragança,0,0
30,06-10-2019 20:40,Bragança,0,0
30,06-10-2019 20:40,Bragança,0,0
30,06-10-2019 20:40,Bragança,0,0
30,06-10-2019 20:40,Bragança,0,0
30,06-10-2019 20:40,Bragança,0,0
30,06-10-2019 20:40,Bragança,0,0
30,06-10-2019 20:40,Bragança,0,0
30,06-10-2019 20:40,Bragança,0,0
30,06-10-2019 20:40,Bragança,0,0
30,06-10-2019 20:40,Bragança,0,0
30,06-10-2019 20:40,Bragança,0,0
30,06-10-2019 20:40,Castelo Branco,0,3
30,06-10-2019 20:40,Castelo Branco,0,1
30,06-10-2019 20:40,Castelo Branco,0,0
30,06-10-2019 20:40,Castelo Branco,0,0
30,06-10-2019 20:40,Castelo Branco,0,0
30,06-10-2019 20:40,Castelo Branco,0,0
30,06-10-2019 20:40,Castelo Branco,0,0
30,06-10-2019 20:40,Castelo Branco,0,0
30,06-10-2019 20:40,Castelo Branco,0,0
30,06-10-2019 20:40,Castelo Branco,0,0
30,06-10-2019 20:40,Castelo Branco,0,0
30,06-10-2019 20:40,Castelo Branco,0,0
30,06-10-2019 20:40,Castelo Branco,0,0
30,06-10-2019 20:40,Castelo Branco,0,0
30,06-10-2019 20:40,Castelo Branco,0,0
30,06-10-2019 20:40,Castelo Branco,0,0
30,06-10-2019 20:40,Castelo Branco,0,0
30,06-10-2019 20:40,Castelo Branco,0,0
30,06-10-2019 20:40,Coimbra,0,5
30,06-10-2019 20:40,Coimbra,0,3
30,06-10-2019 20:40,Coimbra,0,1
30,06-10-2019 20:40,Coimbra,0,0
30,06-10-2019 20:40,Coimbra,0,0
30,06-10-2019 20:40,Coimbra,0,0
30,06-10-2019 20:40,Coimbra,0,0
30,06-10-2019 20:40,Coimbra,0,0
30,06-10-2019 20:40,Coimbra,0,0
30,06-10-2019 20:40,Coimbra,0,0
30,06-10-2019 20:40,Coimbra,0,0
30,06-10-2019 20:40,Coimbra,0,0
30,06-10-2019 20:40,Coimbra,0,0
30,06-10-2019 20:40,Coimbra,0,0
30,06-10-2019 20:40,Coimbra,0,0
30,06-10-2019 20:40,Coimbra,0,0
30,06-10-2019 20:40,Coimbra,0,0
30,06-10-2019 20:40,Coimbra,0,0
30,06-10-2019 20:40,Coimbra,0,0
30,06-10-2019 20:40,Coimbra,0,0
30,06-10-2019 20:40,Évora,0,2
30,06-10-2019 20:40,Évora,0,1
30,06-10-2019 20:40,Évora,0,0
30,06-10-2019 20:40,Évora,0,0
30,06-10-2019 20:40,Évora,0,0
30,06-10-2019 20:40,Évora,0,0
30,06-10-2019 20:40,Évora,0,0
30,06-10-2019 20:40,Évora,0,0
30,06-10-2019 20:40,Évora,0,0
30,06-10-2019 20:40,Évora,0,0
30,06-10-2019 20:40,Évora,0,0
30,06-10-2019 20:40,Évora,0,0
30,06-10-2019 20:40,Évora,0,0
30,06-10-2019 20:40,Évora,0,0
30,06-10-2019 20:40,Évora,0,0
30,06-10-2019 20:40,Évora,0,0
30,06-10-2019 20:40,Évora,0,0
30,06-10-2019 20:40,Évora,0,0
30,06-10-2019 20:40,Évora,0,0
30,06-10-2019 20:40,Faro,0,5
30,06-10-2019 20:40,Faro,0,3
30,06-10-2019 20:40,Faro,0,1
30,06-10-2019 20:40,Faro,0,0
30,06-10-2019 20:40,Faro,0,0
30,06-10-2019 20:40,Faro,0,0
30,06-10-2019 20:40,Faro,0,0
30,06-10-2019 20:40,Faro,0,0
30,06-10-2019 20:40,Faro,0,0
30,06-10-2019 20:40,Faro,0,0
30,06-10-2019 20:40,Faro,0,0
30,06-10-2019 20:40,Faro,0,0
30,06-10-2019 20:40,Faro,0,0
30,06-10-2019 20:40,Faro,0,0
30,06-10-2019 20:40,Faro,0,0
30,06-10-2019 20:40,Faro,0,0
30,06-10-2019 20:40,Faro,0,0
30,06-10-2019 20:40,Faro,0,0
30,06-10-2019 20:40,Faro,0,0
30,06-10-2019 20:40,Guarda,0,1
30,06-10-2019 20:40,Guarda,0,2
30,06-10-2019 20:40,Guarda,0,0
30,06-10-2019 20:40,Guarda,0,0
30,06-10-2019 20:40,Guarda,0,0
30,06-10-2019 20:40,Guarda,0,0
30,06-10-2019 20:40,Guarda,0,0
30,06-10-2019 20:40,Guarda,0,0
30,06-10-2019 20:40,Guarda,0,0
30,06-10-2019 20:40,Guarda,0,0
30,06-10-2019 20:40,Guarda,0,0
30,06-10-2019 20:40,Guarda,0,0
30,06-10-2019 20:40,Guarda,0,0
30,06-10-2019 20:40,Guarda,0,0
30,06-10-2019 20:40,Guarda,0,0
30,06-10-2019 20:40,Guarda,0,0
30,06-10-2019 20:40,Guarda,0,0
30,06-10-2019 20:40,Guarda,0,0
30,06-10-2019 20:40,Guarda,0,0
30,06-10-2019 20:40,Leiria,0,5
30,06-10-2019 20:40,Leiria,0,4
30,06-10-2019 20:40,Leiria,0,0
30,06-10-2019 20:40,Leiria,0,1
30,06-10-2019 20:40,Leiria,0,0
30,06-10-2019 20:40,Leiria,0,0
30,06-10-2019 20:40,Leiria,0,0
30,06-10-2019 20:40,Leiria,0,0
30,06-10-2019 20:40,Leiria,0,0
30,06-10-2019 20:40,Leiria,0,0
30,06-10-2019 20:40,Leiria,0,0
30,06-10-2019 20:40,Leiria,0,0
30,06-10-2019 20:40,Leiria,0,0
30,06-10-2019 20:40,Leiria,0,0
30,06-10-2019 20:40,Leiria,0,0
30,06-10-2019 20:40,Leiria,0,0
30,06-10-2019 20:40,Leiria,0,0
30,06-10-2019 20:40,Leiria,0,0
30,06-10-2019 20:40,Leiria,0,0
30,06-10-2019 20:40,Leiria,0,0
30,06-10-2019 20:40,Leiria,0,0
30,06-10-2019 20:40,Lisboa,0,20
30,06-10-2019 20:40,Lisboa,0,12
30,06-10-2019 20:40,Lisboa,0,5
30,06-10-2019 20:40,Lisboa,0,4
30,06-10-2019 20:40,Lisboa,0,2
30,06-10-2019 20:40,Lisboa,0,2
30,06-10-2019 20:40,Lisboa,0,1
30,06-10-2019 20:40,Lisboa,0,0
30,06-10-2019 20:40,Lisboa,0,1
30,06-10-2019 20:40,Lisboa,0,0
30,06-10-2019 20:40,Lisboa,0,0
30,06-10-2019 20:40,Lisboa,0,1
30,06-10-2019 20:40,Lisboa,0,0
30,06-10-2019 20:40,Lisboa,0,0
30,06-10-2019 20:40,Lisboa,0,0
30,06-10-2019 20:40,Lisboa,0,0
30,06-10-2019 20:40,Lisboa,0,0
30,06-10-2019 20:40,Lisboa,0,0
30,06-10-2019 20:40,Lisboa,0,0
30,06-10-2019 20:40,Lisboa,0,0
30,06-10-2019 20:40,Madeira,0,3
30,06-10-2019 20:40,Madeira,0,3
30,06-10-2019 20:40,Madeira,0,0
30,06-10-2019 20:40,Madeira,0,0
30,06-10-2019 20:40,Madeira,0,0
30,06-10-2019 20:40,Madeira,0,0
30,06-10-2019 20:40,Madeira,0,0
30,06-10-2019 20:40,Madeira,0,0
30,06-10-2019 20:40,Madeira,0,0
30,06-10-2019 20:40,Madeira,0,0
30,06-10-2019 20:40,Madeira,0,0
30,06-10-2019 20:40,Madeira,0,0
30,06-10-2019 20:40,Madeira,0,0
30,06-10-2019 20:40,Madeira,0,0
30,06-10-2019 20:40,Madeira,0,0
30,06-10-2019 20:40,Madeira,0,0
30,06-10-2019 20:40,Madeira,0,0
30,06-10-2019 20:40,Madeira,0,0
30,06-10-2019 20:40,Madeira,0,0
30,06-10-2019 20:40,Madeira,0,0
30,06-10-2019 20:40,Portalegre,0,2
30,06-10-2019 20:40,Portalegre,0,0
30,06-10-2019 20:40,Portalegre,0,0
30,06-10-2019 20:40,Portalegre,0,0
30,06-10-2019 20:40,Portalegre,0,0
30,06-10-2019 20:40,Portalegre,0,0
30,06-10-2019 20:40,Portalegre,0,0
30,06-10-2019 20:40,Portalegre,0,0
30,06-10-2019 20:40,Portalegre,0,0
30,06-10-2019 20:40,Portalegre,0,0
30,06-10-2019 20:40,Portalegre,0,0
30,06-10-2019 20:40,Portalegre,0,0
30,06-10-2019 20:40,Portalegre,0,0
30,06-10-2019 20:40,Portalegre,0,0
30,06-10-2019 20:40,Portalegre,0,0
30,06-10-2019 20:40,Portalegre,0,0
30,06-10-2019 20:40,Portalegre,0,0
30,06-10-2019 20:40,Porto,0,17
30,06-10-2019 20:40,Porto,0,15
30,06-10-2019 20:40,Porto,0,4
30,06-10-2019 20:40,Porto,0,0
30,06-10-2019 20:40,Porto,0,1
30,06-10-2019 20:40,Porto,0,2
30,06-10-2019 20:40,Porto,0,1
30,06-10-2019 20:40,Porto,0,0
30,06-10-2019 20:40,Porto,0,0
30,06-10-2019 20:40,Porto,0,0
30,06-10-2019 20:40,Porto,0,0
30,06-10-2019 20:40,Porto,0,0
30,06-10-2019 20:40,Porto,0,0
30,06-10-2019 20:40,Porto,0,0
30,06-10-2019 20:40,Porto,0,0
30,06-10-2019 20:40,Porto,0,0
30,06-10-2019 20:40,Porto,0,0
30,06-10-2019 20:40,Porto,0,0
30,06-10-2019 20:40,Porto,0,0
30,06-10-2019 20:40,Porto,0,0
30,06-10-2019 20:40,Porto,0,0
30,06-10-2019 20:40,Santarém,0,4
30,06-10-2019 20:40,Santarém,0,3
30,06-10-2019 20:40,Santarém,0,1
30,06-10-2019 20:40,Santarém,0,1
30,06-10-2019 20:40,Santarém,0,0
30,06-10-2019 20:40,Santarém,0,0
30,06-10-2019 20:40,Santarém,0,0
30,06-10-2019 20:40,Santarém,0,0
30,06-10-2019 20:40,Santarém,0,0
30,06-10-2019 20:40,Santarém,0,0
30,06-10-2019 20:40,Santarém,0,0
30,06-10-2019 20:40,Santarém,0,0
30,06-10-2019 20:40,Santarém,0,0
30,06-10-2019 20:40,Santarém,0,0
30,06-10-2019 20:40,Santarém,0,0
30,06-10-2019 20:40,Santarém,0,0
30,06-10-2019 20:40,Santarém,0,0
30,06-10-2019 20:40,Santarém,0,0
30,06-10-2019 20:40,Santarém,0,0
30,06-10-2019 20:40,Setúbal,0,9
30,06-10-2019 20:40,Setúbal,0,3
30,06-10-2019 20:40,Setúbal,0,3
30,06-10-2019 20:40,Setúbal,0,2
30,06-10-2019 20:40,Setúbal,0,0
30,06-10-2019 20:40,Setúbal,0,1
30,06-10-2019 20:40,Setúbal,0,0
30,06-10-2019 20:40,Setúbal,0,0
30,06-10-2019 20:40,Setúbal,0,0
30,06-10-2019 20:40,Setúbal,0,0
30,06-10-2019 20:40,Setúbal,0,0
30,06-10-2019 20:40,Setúbal,0,0
30,06-10-2019 20:40,Setúbal,0,0
30,06-10-2019 20:40,Setúbal,0,0
30,06-10-2019 20:40,Setúbal,0,0
30,06-10-2019 20:40,Setúbal,0,0
30,06-10-2019 20:40,Setúbal,0,0
30,06-10-2019 20:40,Setúbal,0,0
30,06-10-2019 20:40,Setúbal,0,0
30,06-10-2019 20:40,Setúbal,0,0
30,06-10-2019 20:40,Viana do Castelo,0,3
30,06-10-2019 20:40,Viana do Castelo,0,3
30,06-10-2019 20:40,Viana do Castelo,0,0
30,06-10-2019 20:40,Viana do Castelo,0,0
30,06-10-2019 20:40,Viana do Castelo,0,0
30,06-10-2019 20:40,Viana do Castelo,0,0
30,06-10-2019 20:40,Viana do Castelo,0,0
30,06-10-2019 20:40,Viana do Castelo,0,0
30,06-10-2019 20:40,Viana do Castelo,0,0
30,06-10-2019 20:40,Viana do Castelo,0,0
30,06-10-2019 20:40,Viana do Castelo,0,0
30,06-10-2019 20:40,Viana do Castelo,0,0
30,06-10-2019 20:40,Viana do Castelo,0,0
30,06-10-2019 20:40,Viana do Castelo,0,0
30,06-10-2019 20:40,Viana do Castelo,0,0
30,06-10-2019 20:40,Viana do Castelo,0,0
30,06-10-2019 20:40,Viana do Castelo,0,0
30,06-10-2019 20:40,Viana do Castelo,0,0
30,06-10-2019 20:40,Viana do Castelo,0,0
30,06-10-2019 20:40,Viana do Castelo,0,0
30,06-10-2019 20:40,Vila Real,0,3
30,06-10-2019 20:40,Vila Real,0,2
30,06-10-2019 20:40,Vila Real,0,0
30,06-10-2019 20:40,Vila Real,0,0
30,06-10-2019 20:40,Vila Real,0,0
30,06-10-2019 20:40,Vila Real,0,0
30,06-10-2019 20:40,Vila Real,0,0
30,06-10-2019 20:40,Vila Real,0,0
30,06-10-2019 20:40,Vila Real,0,0
30,06-10-2019 20:40,Vila Real,0,0
30,06-10-2019 20:40,Vila Real,0,0
30,06-10-2019 20:40,Vila Real,0,0
30,06-10-2019 20:40,Vila Real,0,0
30,06-10-2019 20:40,Vila Real,0,0
30,06-10-2019 20:40,Vila Real,0,0
30,06-10-2019 20:40,Vila Real,0,0
30,06-10-2019 20:40,Viseu,0,4
30,06-10-2019 20:40,Viseu,0,4
30,06-10-2019 20:40,Viseu,0,0
30,06-10-2019 20:40,Viseu,0,0
30,06-10-2019 20:40,Viseu,0,0
30,06-10-2019 20:40,Viseu,0,0
30,06-10-2019 20:40,Viseu,0,0
30,06-10-2019 20:40,Viseu,0,0
30,06-10-2019 20:40,Viseu,0,0
30,06-10-2019 20:40,Viseu,0,0
30,06-10-2019 20:40,Viseu,0,0
30,06-10-2019 20:40,Viseu,0,0
30,06-10-2019 20:40,Viseu,0,0
30,06-10-2019 20:40,Viseu,0,0
30,06-10-2019 20:40,Viseu,0,0
30,06-10-2019 20:40,Viseu,0,0
30,06-10-2019 20:40,Viseu,0,0
30,06-10-2019 20:40,Viseu,0,0
30,06-10-2019 20:40,Viseu,0,0
30,06-10-2019 20:40,Viseu,0,0
35,06-10-2019 20:45,Território Nacional,0,106
35,06-10-2019 20:45,Território Nacional,0,77
35,06-10-2019 20:45,Território Nacional,0,19
35,06-10-2019 20:45,Território Nacional,0,5
35,06-10-2019 20:45,Território Nacional,0,12
35,06-10-2019 20:45,Território Nacional,0,4
35,06-10-2019 20:45,Território Nacional,0,1
35,06-10-2019 20:45,Território Nacional,0,0
35,06-10-2019 20:45,Território Nacional,0,0
35,06-10-2019 20:45,Território Nacional,0,0
35,06-10-2019 20:45,Território Nacional,0,1
35,06-10-2019 20:45,Território Nacional,0,1
35,06-10-2019 20:45,Território Nacional,0,0
35,06-10-2019 20:45,Território Nacional,0,0
35,06-10-2019 20:45,Território Nacional,0,0
35,06-10-2019 20:45,Território Nacional,0,0
35,06-10-2019 20:45,Território Nacional,0,0
35,06-10-2019 20:45,Território Nacional,0,0
35,06-10-2019 20:45,Território Nacional,0,0
35,06-10-2019 20:45,Território Nacional,0,0
35,06-10-2019 20:45,Território Nacional,0,0
35,06-10-2019 20:45,Açores,0,3
35,06-10-2019 20:45,Açores,0,2
35,06-10-2019 20:45,Açores,0,0
35,06-10-2019 20:45,Açores,0,0
35,06-10-2019 20:45,Açores,0,0
35,06-10-2019 20:45,Açores,0,0
35,06-10-2019 20:45,Açores,0,0
35,06-10-2019 20:45,Açores,0,0
35,06-10-2019 20:45,Açores,0,0
35,06-10-2019 20:45,Açores,0,0
35,06-10-2019 20:45,Açores,0,0
35,06-10-2019 20:45,Açores,0,0
35,06-10-2019 20:45,Açores,0,0
35,06-10-2019 20:45,Açores,0,0
35,06-10-2019 20:45,Açores,0,0
35,06-10-2019 20:45,Açores,0,0
35,06-10-2019 20:45,Açores,0,0
35,06-10-2019 20:45,Aveiro,0,6
35,06-10-2019 20:45,Aveiro,0,7
35,06-10-2019 20:45,Aveiro,0,2
35,06-10-2019 20:45,Aveiro,0,1
35,06-10-2019 20:45,Aveiro,0,0
35,06-10-2019 20:45,Aveiro,0,0
35,06-10-2019 20:45,Aveiro,0,0
35,06-10-2019 20:45,Aveiro,0,0
35,06-10-2019 20:45,Aveiro,0,0
35,06-10-2019 20:45,Aveiro,0,0
35,06-10-2019 20:45,Aveiro,0,0
35,06-10-2019 20:45,Aveiro,0,0
35,06-10-2019 20:45,Aveiro,0,0
35,06-10-2019 20:45,Aveiro,0,0
35,06-10-2019 20:45,Aveiro,0,0
35,06-10-2019 20:45,Aveiro,0,0
35,06-10-2019 20:45,Aveiro,0,0
35,06-10-2019 20:45,Aveiro,0,0
35,06-10-2019 20:45,Aveiro,0,0
35,06-10-2019 20:45,Aveiro,0,0
35,06-10-2019 20:45,Beja,0,2
35,06-10-2019 20:45,Beja,0,1
35,06-10-2019 20:45,Beja,0,0
35,06-10-2019 20:45,Beja,0,0
35,06-10-2019 20:45,Beja,0,0
35,06-10-2019 20:45,Beja,0,0
35,06-10-2019 20:45,Beja,0,0
35,06-10-2019 20:45,Beja,0,0
35,06-10-2019 20:45,Beja,0,0
35,06-10-2019 20:45,Beja,0,0
35,06-10-2019 20:45,Beja,0,0
35,06-10-2019 20:45,Beja,0,0
35,06-10-2019 20:45,Beja,0,0
35,06-10-2019 20:45,Beja,0,0
35,06-10-2019 20:45,Beja,0,0
35,06-10-2019 20:45,Beja,0,0
35,06-10-2019 20:45,Beja,0,0
35,06-10-2019 20:45,Braga,0,8
35,06-10-2019 20:45,Braga,0,8
35,06-10-2019 20:45,Braga,0,2
35,06-10-2019 20:45,Braga,0,1
35,06-10-2019 20:45,Braga,0,0
35,06-10-2019 20:45,Braga,0,0
35,06-10-2019 20:45,Braga,0,0
35,06-10-2019 20:45,Braga,0,0
35,06-10-2019 20:45,Braga,0,0
35,06-10-2019 20:45,Braga,0,0
35,06-10-2019 20:45,Braga,0,0
35,06-10-2019 20:45,Braga,0,0
35,06-10-2019 20:45,Braga,0,0
35,06-10-2019 20:45,Braga,0,0
35,06-10-2019 20:45,Braga,0,0
35,06-10-2019 20:45,Braga,0,0
35,06-10-2019 20:45,Braga,0,0
35,06-10-2019 20:45,Braga,0,0
35,06-10-2019 20:45,Braga,0,0
35,06-10-2019 20:45,Braga,0,0
35,06-10-2019 20:45,Braga,0,0
35,06-10-2019 20:45,Bragança,0,2
35,06-10-2019 20:45,Bragança,0,1
35,06-10-2019 20:45,Bragança,0,0
35,06-10-2019 20:45,Bragança,0,0
35,06-10-2019 20:45,Bragança,0,0
35,06-10-2019 20:45,Bragança,0,0
35,06-10-2019 20:45,Bragança,0,0
35,06-10-2019 20:45,Bragança,0,0
35,06-10-2019 20:45,Bragança,0,0
35,06-10-2019 20:45,Bragança,0,0
35,06-10-2019 20:45,Bragança,0,0
35,06-10-2019 20:45,Bragança,0,0
35,06-10-2019 20:45,Bragança,0,0
35,06-10-2019 20:45,Bragança,0,0
35,06-10-2019 20:45,Bragança,0,0
35,06-10-2019 20:45,Bragança,0,0
35,06-10-2019 20:45,Bragança,0,0
35,06-10-2019 20:45,Bragança,0,0
35,06-10-2019 20:45,Castelo Branco,0,3
35,06-10-2019 20:45,Castelo Branco,0,1
35,06-10-2019 20:45,Castelo Branco,0,0
35,06-10-2019 20:45,Castelo Branco,0,0
35,06-10-2019 20:45,Castelo Branco,0,0
35,06-10-2019 20:45,Castelo Branco,0,0
35,06-10-2019 20:45,Castelo Branco,0,0
35,06-10-2019 20:45,Castelo Branco,0,0
35,06-10-2019 20:45,Castelo Branco,0,0
35,06-10-2019 20:45,Castelo Branco,0,0
35,06-10-2019 20:45,Castelo Branco,0,0
35,06-10-2019 20:45,Castelo Branco,0,0
35,06-10-2019 20:45,Castelo Branco,0,0
35,06-10-2019 20:45,Castelo Branco,0,0
35,06-10-2019 20:45,Castelo Branco,0,0
35,06-10-2019 20:45,Castelo Branco,0,0
35,06-10-2019 20:45,Castelo Branco,0,0
35,06-10-2019 20:45,Castelo Branco,0,0
35,06-10-2019 20:45,Coimbra,0,5
35,06-10-2019 20:45,Coimbra,0,3
35,06-10-2019 20:45,Coimbra,0,1
35,06-10-2019 20:45,Coimbra,0,0
35,06-10-2019 20:45,Coimbra,0,0
35,06-10-2019 20:45,Coimbra,0,0
35,06-10-2019 20:45,Coimbra,0,0
35,06-10-2019 20:45,Coimbra,0,0
35,06-10-2019 20:45,Coimbra,0,0
35,06-10-2019 20:45,Coimbra,0,0
35,06-10-2019 20:45,Coimbra,0,0
35,06-10-2019 20:45,Coimbra,0,0
35,06-10-2019 20:45,Coimbra,0,0
35,06-10-2019 20:45,Coimbra,0,0
35,06-10-2019 20:45,Coimbra,0,0
35,06-10-2019 20:45,Coimbra,0,0
35,06-10-2019 20:45,Coimbra,0,0
35,06-10-2019 20:45,Coimbra,0,0
35,06-10-2019 20:45,Coimbra,0,0
35,06-10-2019 20:45,Coimbra,0,0
35,06-10-2019 20:45,Évora,0,2
35,06-10-2019 20:45,Évora,0,1
35,06-10-2019 20:45,Évora,0,0
35,06-10-2019 20:45,Évora,0,0
35,06-10-2019 20:45,Évora,0,0
35,06-10-2019 20:45,Évora,0,0
35,06-10-2019 20:45,Évora,0,0
35,06-10-2019 20:45,Évora,0,0
35,06-10-2019 20:45,Évora,0,0
35,06-10-2019 20:45,Évora,0,0
35,06-10-2019 20:45,Évora,0,0
35,06-10-2019 20:45,Évora,0,0
35,06-10-2019 20:45,Évora,0,0
35,06-10-2019 20:45,Évora,0,0
35,06-10-2019 20:45,Évora,0,0
35,06-10-2019 20:45,Évora,0,0
35,06-10-2019 20:45,Évora,0,0
35,06-10-2019 20:45,Évora,0,0
35,06-10-2019 20:45,Évora,0,0
35,06-10-2019 20:45,Faro,0,5
35,06-10-2019 20:45,Faro,0,3
35,06-10-2019 20:45,Faro,0,1
35,06-10-2019 20:45,Faro,0,0
35,06-10-2019 20:45,Faro,0,0
35,06-10-2019 20:45,Faro,0,0
35,06-10-2019 20:45,Faro,0,0
35,06-10-2019 20:45,Faro,0,0
35,06-10-2019 20:45,Faro,0,0
35,06-10-2019 20:45,Faro,0,0
35,06-10-2019 20:45,Faro,0,0
35,06-10-2019 20:45,Faro,0,0
35,06-10-2019 20:45,Faro,0,0
35,06-10-2019 20:45,Faro,0,0
35,06-10-2019 20:45,Faro,0,0
35,06-10-2019 20:45,Faro,0,0
35,06-10-2019 20:45,Faro,0,0
35,06-10-2019 20:45,Faro,0,0
35,06-10-2019 20:45,Faro,0,0
35,06-10-2019 20:45,Guarda,0,1
35,06-10-2019 20:45,Guarda,0,2
35,06-10-2019 20:45,Guarda,0,0
35,06-10-2019 20:45,Guarda,0,0
35,06-10-2019 20:45,Guarda,0,0
35,06-10-2019 20:45,Guarda,0,0
35,06-10-2019 20:45,Guarda,0,0
35,06-10-2019 20:45,Guarda,0,0
35,06-10-2019 20:45,Guarda,0,0
35,06-10-2019 20:45,Guarda,0,0
35,06-10-2019 20:45,Guarda,0,0
35,06-10-2019 20:45,Guarda,0,0
35,06-10-2019 20:45,Guarda,0,0
35,06-10-2019 20:45,Guarda,0,0
35,06-10-2019 20:45,Guarda,0,0
35,06-10-2019 20:45,Guarda,0,0
35,06-10-2019 20:45,Guarda,0,0
35,06-10-2019 20:45,Guarda,0,0
35,06-10-2019 20:45,Guarda,0,0
35,06-10-2019 20:45,Leiria,0,5
35,06-10-2019 20:45,Leiria,0,4
35,06-10-2019 20:45,Leiria,0,0
35,06-10-2019 20:45,Leiria,0,1
35,06-10-2019 20:45,Leiria,0,0
35,06-10-2019 20:45,Leiria,0,0
35,06-10-2019 20:45,Leiria,0,0
35,06-10-2019 20:45,Leiria,0,0
35,06-10-2019 20:45,Leiria,0,0
35,06-10-2019 20:45,Leiria,0,0
35,06-10-2019 20:45,Leiria,0,0
35,06-10-2019 20:45,Leiria,0,0
35,06-10-2019 20:45,Leiria,0,0
35,06-10-2019 20:45,Leiria,0,0
35,06-10-2019 20:45,Leiria,0,0
35,06-10-2019 20:45,Leiria,0,0
35,06-10-2019 20:45,Leiria,0,0
35,06-10-2019 20:45,Leiria,0,0
35,06-10-2019 20:45,Leiria,0,0
35,06-10-2019 20:45,Leiria,0,0
35,06-10-2019 20:45,Leiria,0,0
35,06-10-2019 20:45,Lisboa,0,20
35,06-10-2019 20:45,Lisboa,0,12
35,06-10-2019 20:45,Lisboa,0,5
35,06-10-2019 20:45,Lisboa,0,4
35,06-10-2019 20:45,Lisboa,0,2
35,06-10-2019 20:45,Lisboa,0,2
35,06-10-2019 20:45,Lisboa,0,1
35,06-10-2019 20:45,Lisboa,0,0
35,06-10-2019 20:45,Lisboa,0,1
35,06-10-2019 20:45,Lisboa,0,0
35,06-10-2019 20:45,Lisboa,0,0
35,06-10-2019 20:45,Lisboa,0,1
35,06-10-2019 20:45,Lisboa,0,0
35,06-10-2019 20:45,Lisboa,0,0
35,06-10-2019 20:45,Lisboa,0,0
